City,Date,Crop,Price
Burewala,2020-02-26,Brown Sugar(شکر),9625
Burewala,2020-02-29,Brown Sugar(شکر),10750
Burewala,2021-02-01,Brown Sugar(شکر),10000
Burewala,2021-02-16,Brown Sugar(شکر),10000
Burewala,2021-02-17,Brown Sugar(شکر),10125
Burewala,2021-02-18,Brown Sugar(شکر),10000
Burewala,2021-02-24,Brown Sugar(شکر),10000
Burewala,2021-02-25,Brown Sugar(شکر),10000
Burewala,2021-02-27,Brown Sugar(شکر),10000
Burewala,2022-02-01,Brown Sugar(شکر),10375
Burewala,2022-02-03,Brown Sugar(شکر),11000
Burewala,2022-02-07,Brown Sugar(شکر),11250
Burewala,2022-02-08,Brown Sugar(شکر),11250
Burewala,2022-02-09,Brown Sugar(شکر),11250
Burewala,2022-02-10,Brown Sugar(شکر),11250
Burewala,2022-02-14,Brown Sugar(شکر),11250
Burewala,2022-02-15,Brown Sugar(شکر),11250
Burewala,2022-02-16,Brown Sugar(شکر),11250
Burewala,2022-02-21,Brown Sugar(شکر),11250
Burewala,2022-02-22,Brown Sugar(شکر),13375
Burewala,2022-02-23,Brown Sugar(شکر),11875
Burewala,2022-02-26,Brown Sugar(شکر),11875
Burewala,2022-02-28,Brown Sugar(شکر),11875
Burewala,2020-01-02,Brown Sugar(شکر),11250
Burewala,2020-01-06,Brown Sugar(شکر),9375
Burewala,2020-01-09,Brown Sugar(شکر),11250
Burewala,2020-01-11,Brown Sugar(شکر),11000
Burewala,2020-01-15,Brown Sugar(شکر),9000
Burewala,2020-01-16,Brown Sugar(شکر),10000
Burewala,2020-01-18,Brown Sugar(شکر),10000
Burewala,2020-01-20,Brown Sugar(شکر),4500
Burewala,2020-01-21,Brown Sugar(شکر),10250
Burewala,2020-01-22,Brown Sugar(شکر),9625
Burewala,2020-01-23,Brown Sugar(شکر),10000
Burewala,2020-01-25,Brown Sugar(شکر),10500
Burewala,2020-01-27,Brown Sugar(شکر),9625
Burewala,2020-01-28,Brown Sugar(شکر),8750
Burewala,2021-01-02,Brown Sugar(شکر),10000
Burewala,2021-01-05,Brown Sugar(شکر),10000
Burewala,2021-01-06,Brown Sugar(شکر),10000
Burewala,2021-01-09,Brown Sugar(شکر),10750
Burewala,2021-01-11,Brown Sugar(شکر),10000
Burewala,2021-01-12,Brown Sugar(شکر),10000
Burewala,2021-01-13,Brown Sugar(شکر),10250
Burewala,2021-01-14,Brown Sugar(شکر),10000
Burewala,2021-01-16,Brown Sugar(شکر),10000
Burewala,2021-01-18,Brown Sugar(شکر),10500
Burewala,2021-01-19,Brown Sugar(شکر),10625
Burewala,2021-01-20,Brown Sugar(شکر),10375
Burewala,2021-01-21,Brown Sugar(شکر),10625
Burewala,2021-01-25,Brown Sugar(شکر),11000
Burewala,2021-01-26,Brown Sugar(شکر),10625
Burewala,2021-01-27,Brown Sugar(شکر),10625
Burewala,2021-01-28,Brown Sugar(شکر),10375
Burewala,2021-01-30,Brown Sugar(شکر),10375
Burewala,2022-01-01,Brown Sugar(شکر),11875
Burewala,2022-01-03,Brown Sugar(شکر),11875
Burewala,2022-01-04,Brown Sugar(شکر),12500
Burewala,2022-01-05,Brown Sugar(شکر),12250
Burewala,2022-01-06,Brown Sugar(شکر),11725
Burewala,2022-01-08,Brown Sugar(شکر),11250
Burewala,2022-01-10,Brown Sugar(شکر),12125
Burewala,2022-01-11,Brown Sugar(شکر),12500
Burewala,2022-01-12,Brown Sugar(شکر),11875
Burewala,2022-01-13,Brown Sugar(شکر),11250
Burewala,2022-01-15,Brown Sugar(شکر),12500
Burewala,2022-01-17,Brown Sugar(شکر),12500
Burewala,2022-01-18,Brown Sugar(شکر),11250
Burewala,2022-01-19,Brown Sugar(شکر),11250
Burewala,2022-01-20,Brown Sugar(شکر),12500
Burewala,2022-01-22,Brown Sugar(شکر),12500
Burewala,2022-01-24,Brown Sugar(شکر),11625
Burewala,2022-01-25,Brown Sugar(شکر),12500
Burewala,2022-01-26,Brown Sugar(شکر),12500
Burewala,2022-01-27,Brown Sugar(شکر),12125
Burewala,2022-01-29,Brown Sugar(شکر),11875
Burewala,2022-01-31,Brown Sugar(شکر),11875
Burewala,2019-07-17,Brown Sugar(شکر),10875
Burewala,2020-07-01,Brown Sugar(شکر),11250
Burewala,2020-07-02,Brown Sugar(شکر),11250
Burewala,2020-07-08,Brown Sugar(شکر),10625
Burewala,2020-07-14,Brown Sugar(شکر),10625
Burewala,2020-07-15,Brown Sugar(شکر),10000
Burewala,2020-07-16,Brown Sugar(شکر),10000
Burewala,2020-07-29,Brown Sugar(شکر),10375
Burewala,2020-07-30,Brown Sugar(شکر),11000
Burewala,2021-07-03,Brown Sugar(شکر),11250
Burewala,2021-07-26,Brown Sugar(شکر),10500
